id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label
DFCCIL-WDFC-PKG-24H,Western DFC Rewari-Palwal Overpass Section (Pkg 24H - Haryana),Railways,Haryana,L&T Construction,DFCCIL,Ministry of Railways,2018-03-17,5013.6,51.8,58.8,-7.0,1.381,0,0.215,0.343,31.1,0.99,0.563,43.8,60.6,0.406,0.0,59,at_risk,1
NHAI-DWR-EXP-PKG-25A,Dwarka Expressway Gurugram Sector 84-113 (Pkg 25A - Haryana),Highways,Haryana,L&T Construction,NHAI,MoRTH,2018-03-17,1317.3,28.6,34.0,-5.4,0.9,2,0.219,0.322,64.3,0.82,0.727,32.1,63.4,0.454,0.0,23,on_track,0
DFCCIL-WDFC-PKG-25B,Western DFC Rewari-Palwal Overpass Section (Pkg 25B - Haryana),Railways,Haryana,L&T Construction,DFCCIL,Ministry of Railways,2018-03-17,3227.8,47.8,56.6,-8.8,1.28,0,0.248,0.264,49.6,2.16,0.638,56.0,58.1,0.386,0.0,51,at_risk,1
NHAI-DWR-EXP-PKG-26C,Dwarka Expressway Gurugram Sector 84-113 (Pkg 26C - Haryana),Highways,Haryana,L&T Construction,NHAI,MoRTH,2018-03-17,2360.7,32.0,44.6,-12.6,1.326,2,0.229,0.245,48.4,1.2,0.769,38.1,58.3,0.517,0.0,38,at_risk,1
DFCCIL-WDFC-PKG-26D,Western DFC Rewari-Palwal Overpass Section (Pkg 26D - Haryana),Railways,Haryana,L&T Construction,DFCCIL,Ministry of Railways,2018-03-17,1907.1,86.0,89.5,-3.5,1.233,18,0.228,0.354,31.3,1.51,0.894,47.9,70.7,0.35,0.0,34,at_risk,1
NHAI-DWR-EXP-PKG-27E,Dwarka Expressway Gurugram Sector 84-113 (Pkg 27E - Haryana),Highways,Haryana,L&T Construction,NHAI,MoRTH,2018-03-18,2096.0,65.0,72.5,-7.5,1.321,12,0.172,0.349,86.2,1.96,0.711,54.9,57.3,0.472,0.0,72,at_risk,1
DFCCIL-WDFC-PKG-27F,Western DFC Rewari-Palwal Overpass Section (Pkg 27F - Haryana),Railways,Haryana,L&T Construction,DFCCIL,Ministry of Railways,2018-03-19,3394.9,49.4,63.3,-13.9,1.158,18,0.259,0.281,75.9,2.02,0.81,48.0,64.7,0.297,0.0,46,at_risk,1
NHAI-DWR-EXP-PKG-28G,Dwarka Expressway Gurugram Sector 84-113 (Pkg 28G - Haryana),Highways,Haryana,L&T Construction,NHAI,MoRTH,2018-03-20,1779.2,36.5,46.1,-9.6,0.986,36,0.214,0.256,48.8,1.16,0.678,31.3,68.2,0.424,0.0,61,at_risk,1
DFCCIL-WDFC-PKG-28H,Western DFC Rewari-Palwal Overpass Section (Pkg 28H - Haryana),Railways,Haryana,L&T Construction,DFCCIL,Ministry of Railways,2018-03-20,4292.5,48.6,62.4,-13.8,1.01,2,0.145,0.317,77.0,1.96,0.819,42.1,55.2,0.414,0.0,89,at_risk,1
NHAI-DWR-EXP-PKG-29A,Dwarka Expressway Gurugram Sector 84-113 (Pkg 29A - Haryana),Highways,Haryana,L&T Construction,NHAI,MoRTH,2018-03-21,4738.4,73.6,78.4,-4.8,0.98,6,0.24,0.295,87.6,2.01,0.718,43.1,64.8,0.4,0.0,22,on_track,0
DFCCIL-WDFC-PKG-29B,Western DFC Rewari-Palwal Overpass Section (Pkg 29B - Haryana),Railways,Haryana,L&T Construction,DFCCIL,Ministry of Railways,2018-03-21,4420.5,58.5,64.9,-6.4,1.154,12,0.225,0.301,31.4,1.59,0.673,61.4,60.5,0.459,0.0,77,at_risk,1
RVNL-BHN-BIL-PKG-01A,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 1A - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-03-21,2360.5,49.1,81.5,-32.4,1.104,12,0.896,0.782,68.9,2.12,0.677,62.5,65.1,0.309,0.0,547,delayed,2
NHAI-KLK-SHM-PKG-01B,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 1B - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-03-21,1456.1,73.3,85.9,-12.6,1.472,6,0.947,0.737,45.0,0.96,0.71,29.0,63.3,0.341,0.0,343,delayed,2
SJVN-LUH-HYD-PKG-01C,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 1C - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-03-22,1531.1,43.9,59.0,-15.1,1.094,2,0.901,0.774,98.2,0.66,0.688,33.7,73.0,0.288,0.0,85,at_risk,1
RVNL-BHN-BIL-PKG-02D,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 2D - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-03-22,1035.1,83.4,89.2,-5.8,1.084,0,0.863,0.795,30.6,1.9,0.926,50.7,58.5,0.456,0.0,3,on_track,0
NHAI-KLK-SHM-PKG-02E,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 2E - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-03-24,3341.7,50.9,55.5,-4.6,1.068,0,0.902,0.901,85.3,0.67,0.672,21.2,60.9,0.44,0.0,47,at_risk,1
SJVN-LUH-HYD-PKG-02F,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 2F - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-03-27,5138.8,79.5,84.7,-5.2,1.227,6,0.85,0.782,65.2,0.76,0.512,30.9,69.5,0.408,0.0,83,at_risk,1
RVNL-BHN-BIL-PKG-03G,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 3G - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-03-27,4961.0,30.8,36.1,-5.3,1.097,12,0.898,0.767,77.8,1.74,0.813,64.8,69.5,0.466,0.0,88,at_risk,1
NHAI-KLK-SHM-PKG-03H,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 3H - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-03-28,587.5,56.1,59.2,-3.1,0.938,2,0.858,0.737,57.0,2.17,0.788,23.8,62.8,0.461,0.0,27,on_track,0
SJVN-LUH-HYD-PKG-03A,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 3A - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-03-28,614.2,25.6,36.7,-11.1,1.108,0,0.911,0.736,73.2,1.83,0.731,33.7,64.6,0.401,0.0,58,at_risk,1
RVNL-BHN-BIL-PKG-04B,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 4B - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-03-28,981.1,58.4,75.2,-16.8,1.211,0,0.835,0.778,77.0,1.46,0.662,32.1,73.0,0.434,0.0,167,delayed,2
NHAI-KLK-SHM-PKG-04C,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 4C - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-03-29,3447.8,69.9,73.6,-3.7,1.26,2,0.858,0.779,79.3,1.18,0.667,30.7,57.2,0.523,0.0,83,at_risk,1
SJVN-LUH-HYD-PKG-04D,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 4D - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-03-29,3126.4,25.3,50.1,-24.8,1.188,6,0.956,0.755,36.1,1.69,0.382,14.5,72.9,0.376,0.0,82,at_risk,1
RVNL-BHN-BIL-PKG-05E,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 5E - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-03-30,5131.3,48.6,56.5,-7.9,1.137,2,0.899,0.75,53.7,0.88,0.706,56.8,66.0,0.357,0.0,46,at_risk,1
NHAI-KLK-SHM-PKG-05F,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 5F - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-03-30,3503.0,29.8,41.4,-11.6,1.222,6,0.828,0.759,79.7,1.56,0.797,41.2,62.1,0.412,0.0,52,at_risk,1
SJVN-LUH-HYD-PKG-05G,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 5G - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-03-31,1870.1,62.1,73.2,-11.1,1.19,2,0.807,0.714,88.9,1.55,0.551,27.6,56.2,0.415,0.0,83,at_risk,1
RVNL-BHN-BIL-PKG-06H,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 6H - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-01,581.3,53.5,74.8,-21.3,2.026,12,0.856,0.759,31.3,1.79,0.827,52.8,73.7,0.365,0.0,127,delayed,2
NHAI-KLK-SHM-PKG-06A,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 6A - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-02,448.1,43.5,57.0,-13.5,1.73,2,0.885,0.779,72.6,0.81,0.757,29.4,64.1,0.483,0.0,175,delayed,2
SJVN-LUH-HYD-PKG-06B,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 6B - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-04,1287.6,73.6,91.2,-17.6,1.247,18,0.802,0.714,39.4,1.69,0.755,33.5,55.1,0.282,0.0,43,at_risk,1
RVNL-BHN-BIL-PKG-07C,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 7C - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-05,3785.7,92.1,92.6,-0.5,1.004,0,0.803,0.712,57.7,0.92,0.786,37.7,72.0,0.553,0.0,1,on_track,0
NHAI-KLK-SHM-PKG-07D,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 7D - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-05,3068.3,68.1,88.1,-20.0,1.517,6,0.883,0.81,74.7,1.62,0.834,55.5,66.1,0.502,0.0,360,delayed,2
SJVN-LUH-HYD-PKG-07E,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 7E - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-07,933.0,50.0,53.8,-3.8,1.044,6,0.883,0.797,37.7,1.99,0.794,27.6,71.8,0.351,0.0,73,at_risk,1
RVNL-BHN-BIL-PKG-08F,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 8F - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-08,2533.4,27.5,30.1,-2.6,0.943,2,0.859,0.805,75.0,0.79,0.701,41.5,72.9,0.377,0.0,27,on_track,0
NHAI-KLK-SHM-PKG-08G,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 8G - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-08,3643.6,57.5,62.4,-4.9,1.186,0,0.856,0.82,87.8,2.18,0.627,30.7,66.1,0.429,0.0,34,at_risk,1
SJVN-LUH-HYD-PKG-08H,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 8H - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-08,2886.3,51.0,66.5,-15.5,1.737,12,0.863,0.748,43.4,1.64,0.559,34.2,68.1,0.39,0.0,227,delayed,2
RVNL-BHN-BIL-PKG-09A,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 9A - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-08,1653.8,29.1,39.8,-10.7,1.835,0,0.818,0.813,60.1,1.51,0.67,55.5,61.6,0.471,0.0,298,delayed,2
NHAI-KLK-SHM-PKG-09B,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 9B - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-09,2631.4,24.1,41.7,-17.6,1.178,12,0.845,0.853,78.2,1.44,0.647,43.5,64.2,0.487,0.0,502,delayed,2
SJVN-LUH-HYD-PKG-09C,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 9C - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-12,873.8,88.8,88.3,0.5,1.163,6,0.882,0.823,60.5,1.63,0.645,19.8,61.8,0.513,0.0,13,on_track,0
RVNL-BHN-BIL-PKG-10D,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 10D - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-12,1774.3,90.0,93.3,-3.3,0.979,2,0.859,0.809,50.5,1.71,0.887,29.9,70.9,0.344,0.0,57,at_risk,1
NHAI-KLK-SHM-PKG-10E,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 10E - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-14,2983.4,65.6,77.6,-12.0,0.999,6,0.805,0.734,55.5,1.94,0.653,46.2,64.1,0.491,0.0,52,at_risk,1
SJVN-LUH-HYD-PKG-10F,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 10F - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-14,855.3,26.6,37.7,-11.1,1.119,2,0.814,0.773,60.3,2.19,0.819,20.0,73.6,0.381,0.0,53,at_risk,1
RVNL-BHN-BIL-PKG-11G,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 11G - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-17,5017.8,91.8,92.3,-0.5,1.015,2,0.859,0.848,62.5,1.04,0.742,26.5,65.1,0.492,0.0,6,on_track,0
NHAI-KLK-SHM-PKG-11H,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 11H - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-18,1680.6,8.3,34.2,-25.9,1.798,12,0.952,0.831,82.3,1.33,0.788,42.9,69.7,0.471,0.0,333,delayed,2
SJVN-LUH-HYD-PKG-11A,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 11A - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-20,740.9,59.4,75.7,-16.3,1.448,6,0.879,0.741,65.9,2.0,0.637,15.1,60.8,0.386,0.0,189,delayed,2
RVNL-BHN-BIL-PKG-12B,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 12B - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-20,2949.3,19.0,39.3,-20.3,1.156,12,0.87,0.809,60.3,1.41,0.764,54.8,60.3,0.363,0.0,202,delayed,2
NHAI-KLK-SHM-PKG-12C,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 12C - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-21,1787.7,85.3,91.3,-6.0,1.219,18,0.886,0.782,90.4,2.03,0.701,44.0,64.4,0.502,0.0,89,at_risk,1
SJVN-LUH-HYD-PKG-12D,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 12D - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-21,1152.0,22.7,37.1,-14.4,1.35,6,0.887,0.792,77.5,1.04,0.519,30.7,66.7,0.437,0.0,57,at_risk,1
RVNL-BHN-BIL-PKG-13E,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 13E - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-22,3146.8,62.9,88.3,-25.4,1.651,2,0.95,0.784,54.9,1.28,0.764,48.1,63.2,0.587,0.0,263,delayed,2
NHAI-KLK-SHM-PKG-13F,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 13F - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-22,2627.1,34.0,36.3,-2.3,1.022,0,0.828,0.747,69.0,0.82,0.636,32.7,73.7,0.449,0.0,9,on_track,0
SJVN-LUH-HYD-PKG-13G,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 13G - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-22,544.9,59.4,61.4,-2.0,1.14,0,0.843,0.73,89.9,0.7,0.6,19.2,56.5,0.308,0.0,78,at_risk,1
RVNL-BHN-BIL-PKG-14H,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 14H - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-24,4311.8,76.3,92.1,-15.8,1.544,36,0.863,0.757,45.9,1.13,0.939,60.1,74.7,0.551,0.0,100,delayed,2
NHAI-KLK-SHM-PKG-14A,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 14A - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-24,4241.5,59.8,78.2,-18.4,1.265,24,0.89,0.759,77.5,1.53,0.673,36.5,73.9,0.597,0.0,365,delayed,2
SJVN-LUH-HYD-PKG-14B,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 14B - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-24,1458.3,73.8,74.7,-0.9,0.933,0,0.854,0.85,74.2,1.57,0.671,23.1,61.4,0.396,0.0,11,on_track,0
RVNL-BHN-BIL-PKG-15C,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 15C - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-25,2102.2,18.7,39.2,-20.5,1.54,18,0.811,0.792,94.9,1.27,0.766,41.3,72.8,0.503,0.0,197,delayed,2
NHAI-KLK-SHM-PKG-15D,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 15D - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-26,2995.9,57.3,63.2,-5.9,0.982,2,0.838,0.738,31.0,1.95,0.691,25.9,65.3,0.432,0.0,28,on_track,0
SJVN-LUH-HYD-PKG-15E,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 15E - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-28,3478.8,51.0,57.7,-6.7,1.144,6,0.874,0.777,47.4,1.12,0.597,20.4,70.4,0.319,0.0,53,at_risk,1
RVNL-BHN-BIL-PKG-16F,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 16F - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-28,3270.7,63.5,76.7,-13.2,1.334,6,0.939,0.73,85.0,1.53,0.738,38.6,74.1,0.441,0.0,37,at_risk,1
NHAI-KLK-SHM-PKG-16G,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 16G - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-04-30,3746.6,82.2,91.6,-9.4,1.839,0,0.843,0.842,67.9,0.69,0.727,35.6,56.6,0.461,0.0,134,delayed,2
SJVN-LUH-HYD-PKG-16H,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 16H - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-04-30,1941.6,87.2,87.9,-0.7,1.183,2,0.857,0.903,76.8,1.63,0.562,25.1,55.4,0.31,0.0,57,at_risk,1
RVNL-BHN-BIL-PKG-17A,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 17A - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-04-30,979.4,73.5,81.1,-7.6,1.052,6,0.864,0.75,41.5,1.19,0.708,39.9,60.3,0.485,0.0,86,at_risk,1
NHAI-KLK-SHM-PKG-17B,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 17B - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-05-01,4096.3,47.4,55.2,-7.8,1.405,36,0.85,0.779,62.4,0.77,0.913,50.5,74.5,0.38,0.0,507,delayed,2
SJVN-LUH-HYD-PKG-17C,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 17C - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-05-01,1506.7,90.1,94.2,-4.1,1.314,6,0.829,0.755,98.3,1.13,0.746,28.0,64.2,0.359,0.0,46,at_risk,1
RVNL-BHN-BIL-PKG-18D,Bhanupali-Bilaspur-Beri New Rail Line (63 km) (Pkg 18D - Himachal Pradesh),Railways,Himachal Pradesh,Megha Engineering (MEIL),RVNL,Ministry of Railways,2018-05-01,3628.1,14.3,34.6,-20.3,1.673,0,0.798,0.812,79.4,1.45,0.737,32.7,66.7,0.352,0.0,513,delayed,2
NHAI-KLK-SHM-PKG-18E,Kalka-Shimla 4-Laning (NH-5 Parwanoo-Solan) (Pkg 18E - Himachal Pradesh),Highways,Himachal Pradesh,GR Infraprojects,NHAI,MoRTH,2018-05-06,5073.3,49.9,58.9,-9.0,1.241,2,0.855,0.736,67.2,1.9,0.67,41.3,70.8,0.484,0.0,73,at_risk,1
SJVN-LUH-HYD-PKG-18F,Luhri Hydro Electric Project (210 MW Nirath) (Pkg 18F - Himachal Pradesh),Power,Himachal Pradesh,Patel Engineering,SJVN Limited,Ministry of Power,2018-05-06,4719.7,42.8,43.5,-0.7,0.94,0,0.889,0.82,91.5,1.91,0.77,20.7,68.3,0.358,0.0,22,on_track,0
NTPC-N-KARAN-PKG-01A,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 1A - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-08,1895.9,71.4,82.3,-10.9,1.226,2,0.719,0.541,39.0,1.47,0.627,17.2,62.9,0.316,0.0,42,at_risk,1
NHAI-RNC-JSR-PKG-01B,Ranchi-Jamshedpur 4-Laning (NH-33 Saherbera) (Pkg 1B - Jharkhand),Highways,Jharkhand,Madhucon Infra,NHAI,MoRTH,2018-05-09,4522.4,35.9,50.9,-15.0,1.321,2,0.643,0.557,35.0,1.58,0.744,39.5,60.3,0.498,0.0,37,at_risk,1
NTPC-N-KARAN-PKG-02C,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 2C - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-09,1753.3,65.4,65.3,0.1,0.934,0,0.653,0.585,94.7,1.2,0.691,35.2,68.2,0.255,0.0,21,on_track,0
NHAI-RNC-JSR-PKG-02D,Ranchi-Jamshedpur 4-Laning (NH-33 Saherbera) (Pkg 2D - Jharkhand),Highways,Jharkhand,Madhucon Infra,NHAI,MoRTH,2018-05-09,4386.3,31.3,33.9,-2.6,1.048,0,0.702,0.567,63.3,0.72,0.69,46.1,74.4,0.379,0.0,3,on_track,0
NTPC-N-KARAN-PKG-03E,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 3E - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-11,3749.2,37.1,44.7,-7.6,0.85,0,0.601,0.538,77.1,1.93,0.668,35.0,61.1,0.315,0.0,25,on_track,0
NHAI-RNC-JSR-PKG-03F,Ranchi-Jamshedpur 4-Laning (NH-33 Saherbera) (Pkg 3F - Jharkhand),Highways,Jharkhand,Madhucon Infra,NHAI,MoRTH,2018-05-11,1262.4,68.2,79.9,-11.7,1.675,12,0.688,0.676,44.5,2.07,0.692,55.3,71.3,0.428,0.0,391,delayed,2
NTPC-N-KARAN-PKG-04G,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 4G - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-11,4137.4,50.5,60.3,-9.8,1.044,0,0.663,0.594,30.2,1.32,0.734,27.2,65.1,0.289,0.0,35,at_risk,1
NHAI-RNC-JSR-PKG-04H,Ranchi-Jamshedpur 4-Laning (NH-33 Saherbera) (Pkg 4H - Jharkhand),Highways,Jharkhand,Madhucon Infra,NHAI,MoRTH,2018-05-13,822.3,56.8,68.6,-11.8,1.186,2,0.696,0.577,36.7,2.12,0.657,40.1,74.6,0.411,0.0,73,at_risk,1
NTPC-N-KARAN-PKG-05A,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 5A - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-13,3572.2,48.3,54.5,-6.2,1.123,0,0.717,0.654,62.9,1.77,0.729,21.9,65.6,0.255,0.0,83,at_risk,1
NHAI-RNC-JSR-PKG-05B,Ranchi-Jamshedpur 4-Laning (NH-33 Saherbera) (Pkg 5B - Jharkhand),Highways,Jharkhand,Madhucon Infra,NHAI,MoRTH,2018-05-13,1435.8,55.8,73.8,-18.0,1.41,24,0.593,0.647,40.9,1.0,0.654,21.7,59.5,0.548,0.0,355,delayed,2
NTPC-N-KARAN-PKG-06C,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 6C - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-13,1495.9,40.6,50.9,-10.3,1.265,0,0.659,0.526,62.8,1.17,0.647,16.4,57.1,0.319,0.0,183,delayed,2
NHAI-RNC-JSR-PKG-06D,Ranchi-Jamshedpur 4-Laning (NH-33 Saherbera) (Pkg 6D - Jharkhand),Highways,Jharkhand,Madhucon Infra,NHAI,MoRTH,2018-05-15,3101.5,33.4,43.2,-9.8,1.299,12,0.714,0.655,88.7,1.55,0.723,44.1,60.0,0.521,0.0,31,at_risk,1
NTPC-N-KARAN-PKG-07E,"North Karanpura Super Thermal Power Project (1,980 MW) (Pkg 7E - Jharkhand)",Power,Jharkhand,BHEL & L&T,NTPC,Ministry of Power,2018-05-15,1681.3,62.2,67.6,-5.4,1.057,0,0.674,0.554,80.3,1.8,0.679,18.1,56.0,0.247,0.0,21,on_track,0
